23677226,sample,TestPalindrome.java,2,13,sample,TestPalindrome.java,2,13,selected,950600.java,420,425,selected,1372047.java,420,425,selected,1628134.java,456,465,selected,1239983.java,170,175,selected,750201.java,74,80,selected,491565.java,387,392,selected,1874147.java,386,391,selected,1568515.java,76,82,selected,1956086.java,146,151,selected,1673168.java,124,129,selected,1346757.java,124,129,selected,1396952.java,24,30,selected,2165767.java,185,191,selected,1726801.java,124,130
23677138,sample,BubbleSort.java,93,109,sample,BubbleSort.java,93,109,sample,BubbleSort.java,165,181,sample,BubbleSort.java,129,145,sample,BubbleSort.java,21,37,sample,BubbleSort.java,57,73,sample,BubbleSort.java,201,217,sample,BubbleSort.java,238,254,selected,1339849.java,72,85,default,87418.java,21,37,default,87418.java,5,19,selected,2606539.java,31,47,selected,372059.java,33,47,selected,1575844.java,803,814,selected,307350.java,22,36,selected,2606539.java,49,66
23677129,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,55,60,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,25,31,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,18,23,sample,FTP_ApacheCommonsNet_Samples.java,40,45,sample,FTP_FTP4J_Samples.java,15,20,selected,943597.java,15,20,selected,1882302.java,50,55,sample,FTP_FTP4J_Samples.java,22,27,selected,1225693.java,165,179,selected,2282501.java,15,25
23677175,sample,Fibonacci.java,3,10,sample,Fibonacci.java,3,10,selected,1674801.java,16,25,selected,1531853.java,14,24,selected,608918.java,24,31,selected,1392758.java,91,96,default,74994.java,1506,1512,default,51560.java,902,908,default,32744.java,875,881,selected,2467423.java,235,241,selected,1709354.java,235,241,selected,1392758.java,105,110,selected,1889173.java,340,345,selected,1837759.java,34,39,selected,194569.java,671,681,selected,1119757.java,22,27
23677130,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,55,60,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,25,31,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,18,23,sample,FTP_ApacheCommonsNet_Samples.java,40,45,sample,FTP_FTP4J_Samples.java,15,20,selected,943597.java,15,20,selected,2109847.java,43,56,selected,1450277.java,76,125,selected,1070911.java,87,94,selected,2624713.java,510,516
23677112,sample,DownloadWebpage.java,32,53,sample,DownloadWebpage.java,32,53,sample,DownloadWebpage.java,20,30,selected,1286479.java,59,102,default,107947.java,47,58,selected,237460.java,259,268,selected,1688089.java,284,293,selected,113970.java,284,293,selected,2530941.java,301,346,selected,237460.java,240,249,selected,1688089.java,265,274,selected,113970.java,265,274,selected,756606.java,328,337,selected,1063147.java,425,434,selected,2527103.java,303,332,sample,DownloadWebpage.java,55,67
23677127,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,25,31,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,40,45,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,18,23,sample,FTP_FTP4J_Samples.java,22,27,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_FTP4J_Samples.java,15,20,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,55,60,selected,2626685.java,112,126,selected,189178.java,118,133,selected,1654038.java,111,126,selected,2549024.java,214,220
23677117,sample,CopyFileSamples.java,55,61,sample,CopyFileSamples.java,55,61,sample,CopyFileSamples.java,63,69,selected,1720162.java,15,21,selected,836722.java,118,126,selected,1823751.java,50,58,selected,77754.java,849,857,selected,591946.java,827,835,selected,499481.java,849,857,selected,2455851.java,855,863,selected,2077739.java,747,755,sample,CopyFileSamples.java,42,53,selected,300610.java,56,65,selected,734567.java,14,24,selected,684416.java,40,46,selected,2697477.java,64,74
23677198,sample,FileChooser.java,96,123,sample,FileChooser.java,96,123,sample,FileChooser.java,67,94,sample,FileChooser.java,38,65,sample,FileChooser.java,9,36,selected,1170890.java,1750,1761,selected,1683781.java,600,609,selected,2628336.java,172,182,selected,2174721.java,90,107,selected,2055590.java,19,30,selected,1975882.java,68,75,selected,1644577.java,302,312,selected,1495911.java,600,608,selected,1101722.java,25,31,selected,1101722.java,17,23,selected,1683781.java,596,612
23677162,sample,LoadFont.java,14,19,sample,LoadFont.java,14,19,sample,LoadFont.java,21,26,selected,2584533.java,68,89,selected,1238225.java,19,33,selected,948406.java,326,355,selected,2055524.java,27,45,selected,1978177.java,82,91,selected,169000.java,212,221,selected,383097.java,247,269,selected,1113584.java,97,102,selected,913202.java,577,586,selected,587362.java,270,286,default,131555.java,11,20,selected,2340916.java,398,427,selected,2064356.java,208,224
23677183,sample,GCD.java,11,18,sample,GCD.java,11,18,selected,25736.java,12,19,selected,1326509.java,95,102,selected,2420319.java,467,474,selected,1757323.java,273,280,selected,2437917.java,138,145,selected,2323800.java,20,27,selected,1106479.java,5,12,selected,1671140.java,17,24,selected,2541036.java,191,201,selected,2541036.java,233,243,selected,2541036.java,275,286,selected,1512162.java,212,224,selected,725302.java,248,255,selected,749776.java,58,65
23677205,sample,ExecuteExternalProcessAndReadInput.java,38,54,sample,ExecuteExternalProcessAndReadInput.java,38,54,selected,1239429.java,12,31,default,121528.java,44,83,selected,1821253.java,195,214,selected,1821253.java,188,218,selected,1697187.java,63,69,selected,888705.java,212,222,selected,888705.java,227,237,default,32694.java,25,34,selected,1055240.java,78,86,selected,131149.java,17,30,selected,2132338.java,8,14,selected,1797413.java,27,35,selected,2194664.java,7,19,selected,1987088.java,479,494
23677177,sample,EncryptFile.java,16,37,sample,EncryptFile.java,16,37,selected,1583048.java,140,151,selected,2177549.java,130,138,selected,259205.java,291,297,selected,141699.java,283,294,selected,812248.java,178,189,selected,1252402.java,334,355,selected,54341.java,35,54,selected,707787.java,121,144,selected,1538113.java,112,131,default,63589.java,1081,1089,default,34119.java,1081,1089,selected,74541.java,82,94,selected,1928527.java,230,245,selected,707787.java,163,186
23677137,sample,BubbleSort.java,75,91,sample,BubbleSort.java,75,91,sample,BubbleSort.java,147,163,sample,BubbleSort.java,111,127,sample,BubbleSort.java,3,19,sample,BubbleSort.java,39,55,sample,BubbleSort.java,183,199,selected,1339849.java,72,85,selected,1695775.java,96,110,selected,12404.java,62,76,sample,BubbleSort.java,93,109,sample,BubbleSort.java,165,181,sample,BubbleSort.java,129,145,sample,BubbleSort.java,21,37,sample,BubbleSort.java,57,73,sample,BubbleSort.java,201,217
23677136,sample,BubbleSort.java,57,73,sample,BubbleSort.java,57,73,sample,BubbleSort.java,165,181,sample,BubbleSort.java,129,145,sample,BubbleSort.java,21,37,sample,BubbleSort.java,93,109,sample,BubbleSort.java,201,217,sample,BubbleSort.java,238,254,selected,1339849.java,72,85,default,87418.java,21,37,default,87418.java,5,19,selected,2606539.java,31,47,selected,372059.java,33,47,selected,1575844.java,803,814,selected,307350.java,22,36,selected,2606539.java,49,66
23677168,sample,CreateRSAKeys.java,34,54,sample,CreateRSAKeys.java,34,54,selected,377993.java,277,306,selected,1030175.java,50,59,selected,2178771.java,30,37,selected,108370.java,19,35,selected,555311.java,337,344,selected,1142289.java,62,67,selected,2322320.java,27,37,selected,2210863.java,24,30,selected,767944.java,284,305,selected,2578132.java,110,132,selected,1893609.java,55,65,selected,400025.java,131,144,selected,58801.java,82,95,selected,1659914.java,128,137
23677206,sample,InstantiateNamedClassUsingReflection.java,7,12,sample,InstantiateNamedClassUsingReflection.java,7,12,selected,296454.java,121,127,selected,554105.java,89,98,selected,209555.java,97,105,selected,287304.java,32,43,selected,2282446.java,39,45,selected,1580512.java,39,45,selected,610141.java,16,29,selected,518671.java,119,124,selected,203419.java,42,52,selected,2129878.java,47,65,selected,2080009.java,31,47,selected,1830290.java,32,37,selected,2300994.java,40,52,selected,2389164.java,135,145
23677157,sample,ShuffleArrayInPlace.java,50,66,sample,ShuffleArrayInPlace.java,50,66,sample,ShuffleArrayInPlace.java,16,32,selected,1999677.java,7,15,selected,164450.java,29,37,sample,ShuffleArrayInPlace.java,34,48,selected,212699.java,9,17,selected,913640.java,78,87,selected,918764.java,37,45,selected,2638398.java,52,61,selected,700011.java,81,90,selected,1563205.java,196,204,selected,1791798.java,14,22,selected,208226.java,75,84,selected,2644288.java,12,19,selected,439116.java,77,88
23677222,sample,CopyDirectoryTree.java,18,27,sample,CopyDirectoryTree.java,18,27,selected,1977804.java,198,208,selected,204550.java,130,145,selected,490076.java,134,146,selected,2264215.java,97,108,selected,2377624.java,49,56,selected,954804.java,349,364,selected,159972.java,28,33,selected,1881179.java,204,210,selected,62878.java,54,60,selected,683100.java,112,126,selected,466989.java,808,861,selected,2475543.java,419,424,selected,1251245.java,112,128,selected,2109048.java,28,37
23677179,sample,OpenURLInSystemBrowser.java,8,15,sample,OpenURLInSystemBrowser.java,8,15,selected,2056303.java,609,620,selected,1297332.java,20,29,selected,1253769.java,190,201,selected,2592168.java,86,99,selected,1253769.java,235,251,selected,2327701.java,17,27,selected,2480556.java,159,168,selected,1144523.java,38,47,selected,2470676.java,124,133,selected,2042278.java,160,169,selected,127373.java,412,421,selected,2494793.java,140,151,selected,709779.java,81,90,selected,2543450.java,78,88
