sample,TestPalindrome.java,2,13,Q,,,,
selected,1826484.java,1054,1065,,F,0,CR,
selected,1136240.java,25,32,,F,0,CR,
default,7776.java,1,639,,F,0,CR,
default,103852.java,1,639,,F,0,CR,
selected,540636.java,345,354,,F,0,CR,
selected,2679356.java,345,354,,F,0,CR,
selected,1978967.java,758,772,,F,0,CR,
selected,836751.java,48,65,,F,0,CR,
selected,1284218.java,48,65,,F,0,CR,
selected,1576898.java,30,37,,F,0,CR,
sample,BubbleSort.java,93,109,Q,,,,
selected,2267313.java,7,20,3,T,3,CR,
selected,2076076.java,687,704,,F,,,
selected,2076076.java,715,736,,F,,,
selected,2076076.java,752,769,,F,,,
selected,475822.java,17,25,,F,,,
selected,1219912.java,39,59,3,T,,,
selected,1448277.java,223,232,,F,,,
selected,817230.java,304,332,3,T,,,
selected,260759.java,19,33,,F,,,
selected,411336.java,632,651,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,62,67,Q,,,,
sample,FTP_ApacheCommonsNet_Samples.java,55,60,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,69,75,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,62,67,1,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,25,31,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,18,23,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,11,16,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,3,T,,,
sample,FTP_FTP4J_Samples.java,15,20,3,T,,,
sample,Fibonacci.java,3,10,Q,,,,
default,74994.java,1506,1512,,F,0,CR,
default,51560.java,902,908,,F,0,CR,
default,32744.java,875,881,,F,0,CR,
selected,2467423.java,235,241,,F,0,CR,
selected,1709354.java,235,241,,F,0,CR,
selected,1315228.java,12,17,3,T,3,CR,
selected,1382378.java,49,56,,F,,,
default,27502.java,14,19,3,T,,,
selected,638110.java,10,23,,F,,,
selected,2380110.java,10,23,,F,,,
sample,FTP_ApacheCommonsNet_Samples.java,69,75,Q,,,,
sample,FTP_ApacheCommonsNet_Samples.java,55,60,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,69,75,1,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,62,67,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,25,31,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,18,23,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,11,16,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,3,T,,,
selected,502121.java,187,209,3,T,,,
sample,DownloadWebpage.java,32,53,Q,,,,
selected,474427.java,82,105,3,T,3,CR,
selected,2744705.java,37,67,,F,,,
selected,262674.java,143,167,3,T,,,
selected,481749.java,250,278,,F,,,
selected,2126920.java,65,87,,F,,,
selected,1912458.java,90,112,,F,,,
selected,2329907.java,167,198,,F,,,
selected,2621331.java,317,324,,F,,,
selected,1481489.java,317,324,3,T,,,
selected,480614.java,14,41,,F,,,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,Q,,,,
sample,FTP_FTP4J_Samples.java,15,20,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,69,75,3,T,,,
selected,502121.java,187,209,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,40,45,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,33,38,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,18,23,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,11,16,3,T,,,
sample,FTP_FTP4J_Samples.java,22,27,3,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,1,T,,,
sample,FTP_ApacheCommonsNet_Samples.java,55,60,3,T,,,
sample,CopyFileSamples.java,55,61,Q,,,,
selected,776949.java,14,24,3,T,3,CR,
selected,60460.java,65,77,3,T,,,
selected,1318150.java,76,88,3,T,,,
selected,2451520.java,69,80,3,T,,,
selected,2451520.java,56,67,3,T,,,
selected,352380.java,151,170,,F,,,
selected,797954.java,32,44,,F,,,
selected,2435652.java,262,282,,F,,,
selected,1362834.java,90,123,,F,,,
selected,1751716.java,111,123,,F,,,
sample,FileChooser.java,96,123,Q,,,,
sample,FileChooser.java,96,123,1,T,,,
sample,FileChooser.java,67,94,2,T,,,
sample,FileChooser.java,38,65,3,T,,,
sample,FileChooser.java,9,36,3,T,,,
selected,726336.java,86,97,,F,,,
selected,711500.java,528,543,,F,,,
selected,2457462.java,85,94,,F,,,
selected,261223.java,178,210,,F,,,
selected,42189.java,37,60,,F,,,
selected,408135.java,108,122,,F,,,
sample,LoadFont.java,14,19,Q,,,,
selected,948406.java,326,355,3,T,,,
selected,2055524.java,27,45,3,T,,,
selected,2064356.java,208,224,3,T,,,
sample,LoadFont.java,21,26,3,T,,,
selected,2261893.java,1191,1198,3,T,,,
selected,2615621.java,14,30,3,T,,,
selected,2340916.java,398,427,3,T,,,
selected,2584533.java,68,89,3,T,,,
selected,795046.java,173,198,3,T,,,
selected,1861123.java,65,91,3,T,,,
sample,GCD.java,11,18,Q,,,,
selected,1106479.java,5,12,3,T,3,CR,
selected,2240537.java,44,57,,F,,,
selected,2705875.java,5,12,,F,,,
selected,49345.java,9,17,,F,,,
selected,661946.java,157,175,,F,,,
selected,732254.java,121,138,,F,,,
selected,2514410.java,62,80,3,T,,,
selected,2590278.java,103,195,,F,,,
selected,54335.java,184,199,,F,,,
selected,1626564.java,12,20,,F,,,
sample,ExecuteExternalProcessAndReadInput.java,38,54,Q,,,,
sample,ExecuteExternalProcessAndReadInput.java,38,54,1,T,,,
selected,132149.java,97,115,3,T,3,CR,
selected,132149.java,117,135,,F,,,
selected,2429086.java,79,106,,F,,,
selected,2297379.java,77,104,,F,,,
selected,2332793.java,149,177,,F,,,
selected,1910464.java,94,103,,F,,,
selected,424337.java,250,259,,F,,,
selected,1810931.java,43,82,,F,,,
selected,1097142.java,25,46,,F,,,
sample,EncryptFile.java,16,37,Q,,,,
sample,EncryptFile.java,16,37,1,T,,,
selected,1538113.java,112,131,3,T,,,
selected,707787.java,121,144,3,T,,,
selected,2519419.java,82,115,3,T,,,
