23677226,sample,TestPalindrome.java,2,13,sample,TestPalindrome.java,2,13,selected,2732042.java,88,95,selected,2375852.java,52,58,selected,1783483.java,680,689,selected,808852.java,319,326,selected,1040907.java,332,369,selected,1071307.java,104,115,selected,2499946.java,212,223,selected,1271270.java,17,33,selected,265922.java,170,186,selected,265922.java,145,161,selected,1713566.java,176,188,selected,233495.java,305,319,selected,265922.java,193,214,selected,1343386.java,137,152
23677138,sample,BubbleSort.java,93,109,sample,BubbleSort.java,165,181,sample,BubbleSort.java,129,145,sample,BubbleSort.java,21,37,sample,BubbleSort.java,57,73,sample,BubbleSort.java,93,109,sample,BubbleSort.java,201,217,sample,BubbleSort.java,238,254,default,87418.java,5,19,default,87418.java,21,37,sample,BubbleSort.java,147,163,sample,BubbleSort.java,111,127,sample,BubbleSort.java,3,19,sample,BubbleSort.java,39,55,sample,BubbleSort.java,75,91,sample,BubbleSort.java,183,199
23677129,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,55,60,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,25,31,selected,2049564.java,752,757,selected,2049564.java,745,750,selected,445068.java,72,77,selected,2174619.java,74,80,selected,83920.java,161,166,selected,589927.java,44,49,selected,522771.java,258,263,selected,385619.java,20,25
23677175,sample,Fibonacci.java,3,10,sample,Fibonacci.java,3,10,selected,1531853.java,14,24,selected,1392758.java,91,96,selected,1392758.java,105,110,selected,2107174.java,104,124,selected,1119757.java,22,27,selected,971664.java,285,295,selected,907158.java,764,772,selected,2483016.java,180,187,selected,2483016.java,202,207,selected,1776538.java,19,28,selected,625542.java,263,289,selected,2208866.java,273,299,selected,1674801.java,16,25,selected,2162671.java,86,99
23677130,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,55,60,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,11,16,selected,2109847.java,43,56,selected,2330670.java,71,76,selected,2093303.java,45,51,selected,2013197.java,73,78,selected,2174619.java,74,80,selected,2049564.java,752,757,selected,2049564.java,745,750,selected,1694555.java,176,181,selected,1694555.java,283,288,selected,913879.java,118,123
23677112,sample,DownloadWebpage.java,32,53,sample,DownloadWebpage.java,32,53,default,107947.java,47,58,sample,DownloadWebpage.java,20,30,selected,237460.java,259,268,selected,237460.java,240,249,sample,DownloadWebpage.java,55,67,selected,1404027.java,46,56,selected,2106080.java,359,373,selected,1465911.java,16,25,selected,1898672.java,100,114,selected,392426.java,62,75,selected,900567.java,122,132,selected,1336630.java,40,49,selected,2264389.java,23,39,selected,1031503.java,47,63
23677127,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,25,31,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,40,45,sample,FTP_ApacheCommonsNet_Samples.java,18,23,selected,2626685.java,112,126,selected,189178.java,118,133,selected,1654038.java,111,126,sample,FTP_FTP4J_Samples.java,22,27,selected,2549024.java,214,220,selected,2549024.java,180,186,selected,730855.java,43,56,sample,FTP_ApacheCommonsNet_Samples.java,62,67,selected,1838161.java,51,62
23677117,sample,CopyFileSamples.java,55,61,sample,CopyFileSamples.java,63,69,sample,CopyFileSamples.java,55,61,selected,1720162.java,15,21,selected,2697477.java,64,74,selected,836722.java,118,126,selected,77754.java,849,857,selected,591946.java,827,835,selected,499481.java,849,857,selected,2455851.java,855,863,selected,2077739.java,747,755,selected,1823751.java,50,58,selected,300610.java,56,65,selected,2549829.java,214,223,selected,908557.java,36,46,selected,772027.java,19,32
23677198,sample,FileChooser.java,96,123,sample,FileChooser.java,38,65,sample,FileChooser.java,67,94,sample,FileChooser.java,9,36,sample,FileChooser.java,96,123,selected,2055590.java,19,30,selected,225284.java,194,211,selected,1991931.java,573,600,selected,480484.java,287,301,selected,480484.java,271,285,selected,2035104.java,252,265,selected,405641.java,129,148,selected,900579.java,83,115,selected,795353.java,107,129,selected,2133608.java,13,48,default,29666.java,473,486
23677162,sample,LoadFont.java,14,19,sample,LoadFont.java,14,19,sample,LoadFont.java,21,26,selected,2055524.java,27,45,selected,2584533.java,68,89,selected,587362.java,270,286,selected,537611.java,24,43,selected,948406.java,326,355,selected,430394.java,43,60,selected,2316299.java,95,189
