sample,TestPalindrome.java,2,13,Q,,,
selected,1873646.java,23,33,,F,CR,
selected,2555280.java,58,64,,F,,
selected,2187037.java,837,846,,F,,
selected,1841609.java,1221,1230,,F,,
selected,1567949.java,854,863,,F,,
selected,1959021.java,19,24,,F,,
selected,1044782.java,237,248,,F,CR,
selected,784215.java,83,88,,F,CR,
selected,1524431.java,71,76,,F,CR,
selected,2020748.java,59,65,,F,,
selected,1032230.java,305,312,,F,,
selected,274341.java,11,16,,F,,
selected,341445.java,42,48,,F,,
selected,919259.java,186,198,,F,,
selected,952470.java,58,64,,F,,
sample,BubbleSort.java,93,109,Q,,,
selected,297970.java,84,102,,F,CR,
selected,1900104.java,202,215,,F,,
default,87418.java,21,37,3,T,,
selected,2343688.java,174,187,,F,,
selected,2060848.java,59,72,,F,,
selected,2153579.java,159,210,,F,,
selected,307350.java,22,36,3,T,,
default,6347.java,3,17,3,T,,
default,5490.java,3,17,3,T,,
default,1239.java,3,17,3,T,,
selected,2153579.java,89,154,,F,,
selected,333947.java,386,412,,F,,
selected,475822.java,17,25,,F,,
selected,981913.java,413,426,,F,,
selected,2406121.java,18,30,3,T,,
sample,FTP_ApacheCommonsNet_Samples.java,62,67,Q,,,
selected,1290036.java,49,54,,F,CR,
selected,1509168.java,156,162,,F,,
selected,513894.java,50,58,,F,,
selected,2634857.java,166,171,,F,,
selected,1795159.java,40,45,,F,,
selected,2280000.java,19,24,,F,,
selected,192956.java,40,45,,F,,
selected,2130165.java,370,379,,F,,
selected,142195.java,105,111,,F,,
selected,674958.java,248,256,,F,,
selected,41876.java,148,154,,F,,
selected,674958.java,197,203,,F,,
selected,1181262.java,330,335,,F,,
selected,1382999.java,126,136,,F,,
selected,493280.java,79,87,,F,,
sample,Fibonacci.java,3,10,Q,,,
selected,592330.java,64,69,,F,,
selected,1392758.java,91,96,,F,,
selected,545787.java,171,179,,F,,
selected,1889173.java,340,345,,F,,
default,74994.java,1506,1512,,F,,
default,51560.java,902,908,,F,,
default,32744.java,875,881,,F,,
selected,2467423.java,235,241,,F,,
selected,1709354.java,235,241,,F,,
selected,1392758.java,105,110,,F,,
selected,551900.java,242,255,,F,,
selected,146608.java,270,282,,F,,
selected,1451235.java,230,242,,F,,
selected,1599863.java,410,415,,F,,
selected,6913.java,46,63,,F,,
sample,FTP_ApacheCommonsNet_Samples.java,69,75,Q,,,
selected,1290036.java,49,54,,F,,
selected,1509168.java,156,162,,F,,
selected,513894.java,50,58,,F,,
selected,2634857.java,166,171,,F,,
selected,2280000.java,19,24,,F,,
selected,1795159.java,40,45,,F,,
selected,192956.java,40,45,,F,,
selected,2130165.java,370,379,,F,,
selected,142195.java,105,111,,F,,
selected,674958.java,248,256,,F,,
selected,41876.java,148,154,,F,,
selected,2492460.java,179,184,,F,,
selected,674958.java,197,203,,F,,
selected,1181262.java,330,335,,F,,
selected,493280.java,79,87,,F,,
sample,DownloadWebpage.java,32,53,Q,,,
selected,548760.java,1,1606,,F,,
selected,1851591.java,276,286,,F,,
selected,1234760.java,32,112,,F,,
selected,994808.java,88,107,,F,,
selected,2092355.java,89,108,,F,,
selected,43821.java,116,133,,F,,
default,8591.java,75,257,,F,,
default,59940.java,75,257,,F,,
selected,545972.java,32,41,,F,,
selected,2240995.java,390,557,,F,,
selected,506836.java,19,328,,F,,
selected,1962755.java,507,679,,F,,
selected,2484473.java,12,21,,F,,
selected,2044718.java,59,65,,F,,
selected,2069244.java,219,273,,F,,
sample,FTP_ApacheCommonsNet_Samples.java,47,53,Q,,,
selected,1390962.java,42,47,,F,,
selected,1541412.java,223,231,,F,,
default,78884.java,11,18,,F,,
selected,18336.java,45,53,,F,,
selected,1290036.java,49,54,,F,,
selected,2276562.java,79,84,,F,,
selected,2276562.java,72,77,,F,,
selected,1541412.java,263,268,,F,,
selected,1247809.java,311,318,,F,,
selected,1795159.java,40,45,,F,,
selected,938616.java,61,69,,F,,
selected,1767459.java,95,107,,F,,
selected,1371462.java,179,184,,F,,
selected,308853.java,128,136,,F,,
selected,2336167.java,226,233,,F,,
sample,CopyFileSamples.java,55,61,Q,,,
selected,1843939.java,39,44,,F,,
selected,1281530.java,30,36,,F,,
selected,477949.java,117,123,,F,,
selected,704278.java,167,174,,F,,
selected,1910419.java,254,261,,F,,
selected,1288154.java,133,139,,F,,
selected,1269972.java,457,463,,F,,
selected,1349917.java,68,76,,F,,
selected,1740735.java,449,455,,F,,
selected,575734.java,257,262,,F,,
selected,200968.java,235,240,,F,,
selected,1972473.java,229,234,,F,,
selected,1349917.java,35,41,,F,,
selected,806194.java,93,98,,F,,
selected,889262.java,160,165,,F,,
sample,FileChooser.java,96,123,Q,,,
selected,1639071.java,1,508,,F,,
selected,2176924.java,1,998,,F,,
default,56669.java,1,1867,,F,,
default,53048.java,1,1864,,F,,
default,49293.java,1,1864,,F,,
default,47704.java,1,1791,,F,,
default,100972.java,1,1780,,F,,
selected,583209.java,83,121,,F,,
selected,1109192.java,384,444,,F,,
selected,2602497.java,689,715,,F,,
selected,202625.java,325,376,,F,,
selected,700652.java,97,118,,F,,
selected,202625.java,189,233,,F,,
selected,1109192.java,274,319,,F,,
selected,1307654.java,392,444,,F,,
sample,LoadFont.java,14,19,Q,,,
selected,1532626.java,19,26,,F,,
selected,1820022.java,260,269,,F,,
selected,764363.java,41,51,,F,,
selected,2108683.java,249,258,,F,,
selected,2421791.java,64,69,,F,,
selected,187649.java,119,129,,F,,
selected,1798493.java,96,106,,F,,
selected,1495904.java,71,81,,F,,
selected,1562408.java,204,211,,F,,
selected,1741835.java,648,655,,F,,
selected,421222.java,107,118,,F,,
selected,1367616.java,109,120,,F,,
selected,1165081.java,40,47,,F,,
selected,2220796.java,167,174,,F,,
selected,1233607.java,167,174,,F,,
sample,GCD.java,11,18,Q,,,
selected,1791978.java,13,22,,F,,
selected,2542693.java,298,313,,F,,
selected,2058486.java,887,893,,F,,
selected,2558947.java,410,423,,F,,
selected,1767393.java,21,34,,F,,
selected,1179107.java,245,259,,F,,
selected,591486.java,192,198,,F,,
selected,2696172.java,149,162,,F,,
selected,233611.java,151,164,,F,,
selected,2071224.java,149,162,,F,,
default,136909.java,261,275,,F,,
default,106080.java,342,356,,F,,
selected,874647.java,173,179,,F,,
selected,1154280.java,196,203,,F,,
selected,1154280.java,215,222,,F,,
sample,ExecuteExternalProcessAndReadInput.java,38,54,Q,,,
selected,2692124.java,41,48,,F,,
selected,353343.java,38,46,,F,,
selected,171152.java,24,35,,F,,
selected,601288.java,91,102,,F,,
selected,1557882.java,47,59,,F,,
selected,803266.java,55,62,,F,,
selected,1089010.java,105,116,,F,,
selected,1810297.java,128,140,,F,,
selected,1682093.java,42,50,,F,,
selected,174244.java,130,140,,F,,
selected,1795555.java,22,31,,F,,
selected,940708.java,111,116,,F,,
selected,1985168.java,67,72,,F,,
selected,1895893.java,70,87,,F,,
selected,1906314.java,51,63,,F,,
sample,EncryptFile.java,16,37,Q,,,
selected,1995913.java,96,106,,F,,
selected,870417.java,249,257,,F,,
selected,1430822.java,13,23,,F,,
selected,582021.java,119,128,,F,,
selected,707787.java,163,186,,F,CR,* found decrypt instead
selected,90564.java,24,35,,F,,
selected,1866865.java,28,37,,F,,
selected,2373894.java,165,175,,F,,
selected,4945.java,132,142,,F,,
selected,2653168.java,58,67,,F,,
selected,1692839.java,643,652,,F,,
selected,2622391.java,77,82,,F,,
selected,2512022.java,236,250,,F,,
selected,1538911.java,234,246,,F,,
selected,1452073.java,199,207,,F,,
sample,BubbleSort.java,75,91,Q,,,
default,6459.java,58,74,3,T,,
default,61517.java,58,74,3,T,,
default,102270.java,58,74,3,T,,
selected,2467194.java,201,216,3,T,,
selected,297970.java,84,102,,F,,
selected,12404.java,62,76,3,T,,
selected,2474941.java,356,378,3,T,,
selected,2076076.java,752,769,,F,,
selected,1465507.java,293,310,,F,,
selected,1316327.java,285,302,,F,,
selected,1695775.java,96,110,3,T,,
selected,2193461.java,29,60,3,T,,
selected,2343688.java,174,187,,F,,
selected,2153579.java,159,210,,F,,
default,98341.java,3,22,3,T,,
sample,BubbleSort.java,57,73,Q,,,
selected,297970.java,84,102,,F,,
default,87418.java,21,37,3,T,,
selected,1900104.java,202,215,,F,,
selected,2343688.java,174,187,,F,,
selected,2060848.java,59,72,,F,,
selected,307350.java,22,36,3,T,,
default,6347.java,3,17,3,T,,
default,5490.java,3,17,3,T,,
default,1239.java,3,17,3,T,,
selected,333947.java,386,412,,F,,
selected,475822.java,17,25,,F,,
selected,981913.java,413,426,,F,,
selected,2406121.java,18,30,3,T,,
selected,1939092.java,16,27,3,T,,
selected,1695775.java,96,110,3,T,,
sample,CreateRSAKeys.java,34,54,Q,,,
selected,2038493.java,61,77,,F,,
selected,1512455.java,16,21,,F,,
selected,1351894.java,16,21,,F,,
selected,171152.java,24,35,,F,,
selected,1538951.java,139,146,,F,,
selected,1089010.java,90,96,,F,,
selected,2082008.java,208,213,,F,,
default,70280.java,25,37,,F,,
default,112248.java,25,37,,F,,
selected,276113.java,39,48,,F,,
selected,2184934.java,383,389,,F,,
selected,1655372.java,383,389,,F,,
selected,2674575.java,13,19,,F,,
selected,601288.java,91,102,,F,,
selected,2207260.java,29,38,,F,,
sample,InstantiateNamedClassUsingReflection.java,7,12,Q,,,
selected,2435150.java,29,34,,F,,
selected,986865.java,101,111,,F,,
selected,1145679.java,132,138,,F,,
selected,1145488.java,120,126,,F,,
selected,1235817.java,97,102,3,T,CR,
selected,2516366.java,153,158,,F,,
selected,2282446.java,32,37,,F,,
selected,1580512.java,32,37,,F,,
selected,296454.java,121,127,3,T,,
selected,1118273.java,55,62,,F,,
selected,2526596.java,143,148,,F,,
selected,2282446.java,39,45,3,T,CR,
selected,1580512.java,39,45,3,T,CR,
selected,2314628.java,11,16,,F,,
sample,CallMethodUsingReflection.java,8,18,,F,CR,* found method invocation instead
sample,ShuffleArrayInPlace.java,50,66,Q,,,
selected,1791798.java,14,22,3,T,,
selected,208226.java,75,84,,F,,
selected,1812293.java,181,190,,F,,
selected,743515.java,1226,1235,3,T,,
selected,609005.java,965,976,,F,,
selected,1411872.java,279,286,,F,,
selected,577231.java,720,727,,F,,
selected,1563205.java,169,177,,F,,
selected,700011.java,81,90,,F,,
selected,1761229.java,208,215,,F,,
selected,1791798.java,24,32,3,T,,
selected,1791798.java,34,42,3,T,,
selected,1791798.java,44,52,3,T,,
selected,1791798.java,54,62,3,T,,
selected,1791798.java,64,72,3,T,,
sample,CopyDirectoryTree.java,18,27,Q,,,
selected,496368.java,29,44,,F,,
selected,183839.java,113,125,,F,,
selected,2026010.java,45,80,,F,,
selected,302348.java,35,52,,F,,
