23677226,sample,TestPalindrome.java,2,13,sample,TestPalindrome.java,2,13,selected,2394080.java,118,125,selected,1873695.java,118,125,selected,2606928.java,357,364,selected,120258.java,239,246,selected,1873646.java,23,33,selected,1692342.java,24,30,selected,1044782.java,237,248,selected,296357.java,50,59,selected,1731427.java,85,94,selected,1628962.java,47,56,selected,2102260.java,20,34,selected,784215.java,83,88,selected,1524431.java,71,76,selected,945946.java,361,367,selected,2599884.java,396,402
23677138,sample,BubbleSort.java,93,109,sample,BubbleSort.java,93,109,sample,BubbleSort.java,165,181,sample,BubbleSort.java,129,145,sample,BubbleSort.java,21,37,sample,BubbleSort.java,57,73,sample,BubbleSort.java,201,217,sample,BubbleSort.java,238,254,sample,BubbleSort.java,75,91,sample,BubbleSort.java,147,163,sample,BubbleSort.java,111,127,sample,BubbleSort.java,3,19,sample,BubbleSort.java,39,55,sample,BubbleSort.java,183,199,sample,BubbleSort.java,219,236,default,87418.java,21,37,selected,2343688.java,174,187
23677129,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,55,60,sample,FTP_ApacheCommonsNet_Samples.java,25,31,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,18,23,sample,FTP_ApacheCommonsNet_Samples.java,40,45,sample,FTP_FTP4J_Samples.java,15,20,sample,FTP_FTP4J_Samples.java,22,27,selected,943597.java,15,20,selected,2282501.java,15,25,selected,305499.java,19,27,selected,2626685.java,112,126,selected,730855.java,43,56
23677175,sample,Fibonacci.java,3,10,sample,Fibonacci.java,3,10,selected,592330.java,365,370,selected,1674801.java,16,25,selected,592330.java,393,398,selected,1531853.java,14,24,selected,843174.java,20,28,selected,1119757.java,22,27,selected,2232174.java,75,85,selected,1517928.java,51,57,default,27502.java,14,19,default,122835.java,9,14,selected,592330.java,190,195,selected,592330.java,219,224,selected,382193.java,34,40,selected,592330.java,64,69,default,9224.java,10,16
23677130,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_ApacheCommonsNet_Samples.java,55,60,sample,FTP_ApacheCommonsNet_Samples.java,62,67,sample,FTP_ApacheCommonsNet_Samples.java,25,31,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,18,23,sample,FTP_ApacheCommonsNet_Samples.java,40,45,sample,FTP_FTP4J_Samples.java,15,20,sample,FTP_FTP4J_Samples.java,22,27,selected,943597.java,15,20,selected,2282501.java,15,25,selected,305499.java,19,27,selected,2626685.java,112,126,selected,730855.java,43,56
23677112,sample,DownloadWebpage.java,32,53,sample,DownloadWebpage.java,32,53,sample,DownloadWebpage.java,20,30,sample,DownloadWebpage.java,55,67,selected,129106.java,331,343,selected,799193.java,16,27,selected,1129009.java,68,83,selected,1443450.java,159,169,selected,2024562.java,31,56,selected,1286479.java,59,102,selected,2240247.java,111,121,selected,237460.java,240,249,selected,1688089.java,265,274,selected,113970.java,265,274,selected,237460.java,259,268,selected,1688089.java,284,293,selected,113970.java,284,293
23677127,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,47,53,sample,FTP_ApacheCommonsNet_Samples.java,25,31,sample,FTP_ApacheCommonsNet_Samples.java,33,38,sample,FTP_ApacheCommonsNet_Samples.java,40,45,sample,FTP_ApacheCommonsNet_Samples.java,11,16,sample,FTP_ApacheCommonsNet_Samples.java,18,23,sample,FTP_FTP4J_Samples.java,15,20,sample,FTP_ApacheCommonsNet_Samples.java,69,75,sample,FTP_FTP4J_Samples.java,22,27,sample,FTP_ApacheCommonsNet_Samples.java,55,60,sample,FTP_ApacheCommonsNet_Samples.java,62,67,selected,2282501.java,15,25,selected,21175.java,69,83,selected,2288080.java,25,31,selected,943597.java,15,20,selected,502121.java,187,209
23677117,sample,CopyFileSamples.java,55,61,sample,CopyFileSamples.java,55,61,sample,CopyFileSamples.java,63,69,sample,CopyFileSamples.java,42,53,selected,734567.java,14,24,selected,1704283.java,46,56,selected,757911.java,21,31,selected,574710.java,21,35,selected,300610.java,56,65,selected,1511670.java,1892,1902,selected,100454.java,56,66,selected,684416.java,40,46,selected,836722.java,118,126,selected,1823751.java,50,58,selected,77754.java,849,857,selected,591946.java,827,835,selected,499481.java,849,857
23677198,sample,FileChooser.java,96,123,sample,FileChooser.java,96,123,sample,FileChooser.java,67,94,sample,FileChooser.java,38,65,sample,FileChooser.java,9,36,selected,1234684.java,188,201,selected,2196608.java,77,113,selected,2037092.java,577,588,selected,121433.java,14,27,selected,2628336.java,172,182,selected,2737021.java,111,121,selected,1540229.java,335,345,selected,342360.java,39,53,selected,1821253.java,220,241,selected,1286435.java,121,142,selected,364620.java,29,37,selected,1437694.java,129,140
23677162,sample,LoadFont.java,14,19,sample,LoadFont.java,14,19,sample,LoadFont.java,21,26,selected,2584533.java,68,89,selected,2340916.java,398,427,default,131555.java,11,20,selected,2055524.java,27,45,selected,948406.java,326,355,selected,2261893.java,1191,1198,selected,2064356.java,208,224,selected,337839.java,26,45,selected,906350.java,355,373,selected,864100.java,64,90,selected,1039859.java,50,63,selected,675874.java,56,87,selected,1446312.java,22,36,selected,976755.java,137,150
