23677226,sample,TestPalindrome.java,2,13,selected,1873646.java,23,33,selected,2555280.java,58,64,selected,2187037.java,837,846,selected,1841609.java,1221,1230,selected,1567949.java,854,863,selected,1959021.java,19,24,selected,1044782.java,237,248,selected,784215.java,83,88,selected,1524431.java,71,76,selected,2020748.java,59,65,selected,1032230.java,305,312,selected,274341.java,11,16,selected,341445.java,42,48,selected,919259.java,186,198,selected,952470.java,58,64,selected,611983.java,57,63
23677138,sample,BubbleSort.java,93,109,selected,297970.java,84,102,selected,1900104.java,202,215,default,87418.java,21,37,selected,2343688.java,174,187,selected,2060848.java,59,72,selected,2153579.java,159,210,selected,307350.java,22,36,default,6347.java,3,17,default,5490.java,3,17,default,1239.java,3,17,selected,2153579.java,89,154,selected,333947.java,386,412,selected,475822.java,17,25,selected,981913.java,413,426,selected,2406121.java,18,30,selected,1939092.java,16,27
23677129,sample,FTP_ApacheCommonsNet_Samples.java,62,67,selected,1290036.java,49,54,selected,1509168.java,156,162,selected,513894.java,50,58,selected,2634857.java,166,171,selected,1795159.java,40,45,selected,2280000.java,19,24,selected,192956.java,40,45,selected,2130165.java,370,379,selected,142195.java,105,111,selected,674958.java,248,256,selected,41876.java,148,154,selected,674958.java,197,203,selected,1181262.java,330,335,selected,1382999.java,126,136,selected,493280.java,79,87,selected,2492460.java,179,184
23677175,sample,Fibonacci.java,3,10,selected,592330.java,64,69,selected,1392758.java,91,96,selected,545787.java,171,179,selected,1889173.java,340,345,default,74994.java,1506,1512,default,51560.java,902,908,default,32744.java,875,881,selected,2467423.java,235,241,selected,1709354.java,235,241,selected,1392758.java,105,110,selected,551900.java,242,255,selected,146608.java,270,282,selected,1451235.java,230,242,selected,1599863.java,410,415,selected,6913.java,46,63,selected,1841070.java,87,92
23677130,sample,FTP_ApacheCommonsNet_Samples.java,69,75,selected,1290036.java,49,54,selected,1509168.java,156,162,selected,513894.java,50,58,selected,2634857.java,166,171,selected,2280000.java,19,24,selected,1795159.java,40,45,selected,192956.java,40,45,selected,2130165.java,370,379,selected,142195.java,105,111,selected,674958.java,248,256,selected,41876.java,148,154,selected,2492460.java,179,184,selected,674958.java,197,203,selected,1181262.java,330,335,selected,493280.java,79,87,selected,1382999.java,126,136
23677112,sample,DownloadWebpage.java,32,53,selected,548760.java,1,1606,selected,1851591.java,276,286,selected,1234760.java,32,112,selected,994808.java,88,107,selected,2092355.java,89,108,selected,43821.java,116,133,default,8591.java,75,257,default,59940.java,75,257,selected,545972.java,32,41,selected,2240995.java,390,557,selected,506836.java,19,328,selected,1962755.java,507,679,selected,2484473.java,12,21,selected,2044718.java,59,65,selected,2069244.java,219,273,selected,926669.java,321,345
23677127,sample,FTP_ApacheCommonsNet_Samples.java,47,53,selected,1390962.java,42,47,selected,1541412.java,223,231,default,78884.java,11,18,selected,18336.java,45,53,selected,1290036.java,49,54,selected,2276562.java,79,84,selected,2276562.java,72,77,selected,1541412.java,263,268,selected,1247809.java,311,318,selected,1795159.java,40,45,selected,938616.java,61,69,selected,1767459.java,95,107,selected,1371462.java,179,184,selected,308853.java,128,136,selected,2336167.java,226,233,selected,1629151.java,779,785
23677117,sample,CopyFileSamples.java,55,61,selected,1843939.java,39,44,selected,1281530.java,30,36,selected,477949.java,117,123,selected,704278.java,167,174,selected,1910419.java,254,261,selected,1288154.java,133,139,selected,1269972.java,457,463,selected,1349917.java,68,76,selected,1740735.java,449,455,selected,575734.java,257,262,selected,200968.java,235,240,selected,1972473.java,229,234,selected,1349917.java,35,41,selected,806194.java,93,98,selected,889262.java,160,165,selected,1952900.java,98,105
23677198,sample,FileChooser.java,96,123,selected,1639071.java,1,508,selected,2176924.java,1,998,default,56669.java,1,1867,default,53048.java,1,1864,default,49293.java,1,1864,default,47704.java,1,1791,default,100972.java,1,1780,selected,583209.java,83,121,selected,1109192.java,384,444,selected,2602497.java,689,715,selected,202625.java,325,376,selected,700652.java,97,118,selected,202625.java,189,233,selected,1109192.java,274,319,selected,1307654.java,392,444,selected,1662666.java,609,633
23677162,sample,LoadFont.java,14,19,selected,1532626.java,19,26,selected,1820022.java,260,269,selected,764363.java,41,51,selected,2108683.java,249,258,selected,2421791.java,64,69,selected,187649.java,119,129,selected,1798493.java,96,106,selected,1495904.java,71,81,selected,1562408.java,204,211,selected,1741835.java,648,655,selected,421222.java,107,118,selected,1367616.java,109,120,selected,1165081.java,40,47,selected,2220796.java,167,174,selected,1233607.java,167,174,selected,2294766.java,89,99
23677183,sample,GCD.java,11,18,selected,1791978.java,13,22,selected,2542693.java,298,313,selected,2058486.java,887,893,selected,2558947.java,410,423,selected,1767393.java,21,34,selected,1179107.java,245,259,selected,591486.java,192,198,selected,2696172.java,149,162,selected,233611.java,151,164,selected,2071224.java,149,162,default,136909.java,261,275,default,106080.java,342,356,selected,874647.java,173,179,selected,1154280.java,196,203,selected,1154280.java,215,222,selected,1368559.java,270,276
23677205,sample,ExecuteExternalProcessAndReadInput.java,38,54,selected,2692124.java,41,48,selected,353343.java,38,46,selected,171152.java,24,35,selected,601288.java,91,102,selected,1557882.java,47,59,selected,803266.java,55,62,selected,1089010.java,105,116,selected,1810297.java,128,140,selected,1682093.java,42,50,selected,174244.java,130,140,selected,1795555.java,22,31,selected,940708.java,111,116,selected,1985168.java,67,72,selected,1895893.java,70,87,selected,1906314.java,51,63,selected,251663.java,176,193
23677177,sample,EncryptFile.java,16,37,selected,1995913.java,96,106,selected,870417.java,249,257,selected,1430822.java,13,23,selected,582021.java,119,128,selected,707787.java,163,186,selected,90564.java,24,35,selected,1866865.java,28,37,selected,2373894.java,165,175,selected,4945.java,132,142,selected,2653168.java,58,67,selected,1692839.java,643,652,selected,2622391.java,77,82,selected,2512022.java,236,250,selected,1538911.java,234,246,selected,1452073.java,199,207,selected,579008.java,85,97
23677137,sample,BubbleSort.java,75,91,default,6459.java,58,74,default,61517.java,58,74,default,102270.java,58,74,selected,2467194.java,201,216,selected,297970.java,84,102,selected,12404.java,62,76,selected,2474941.java,356,378,selected,2076076.java,752,769,selected,1465507.java,293,310,selected,1316327.java,285,302,selected,1695775.java,96,110,selected,2193461.java,29,60,selected,2343688.java,174,187,selected,2153579.java,159,210,default,98341.java,3,22,default,81170.java,3,22
